,Unnamed: 0,case1,case2,saved
51,10225,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
52,10772,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
53,10783,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
54,10829,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
55,10966,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
56,11115,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
57,11249,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
58,11369,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
59,11788,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
60,11790,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
61,11822,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
62,12446,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
63,12523,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
64,13003,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
65,13125,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
66,13153,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
67,13264,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
68,13475,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
69,14730,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
70,14815,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
71,14919,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
72,14934,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
73,15007,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
74,15117,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
75,15231,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
